n_bootstrap,c_nri_12m_mean,c_nri_12m_std,c_nri_12m_ci_lower,c_nri_12m_ci_upper,c_nri_12m_p_value,nri_case_12m_mean,nri_case_12m_std,nri_case_12m_ci_lower,nri_case_12m_ci_upper,nri_case_12m_p_value,nri_control_12m_mean,nri_control_12m_std,nri_control_12m_ci_lower,nri_control_12m_ci_upper,nri_control_12m_p_value,idi_12m_mean,idi_12m_std,idi_12m_ci_lower,idi_12m_ci_upper,idi_12m_p_value,c_nri_24m_mean,c_nri_24m_std,c_nri_24m_ci_lower,c_nri_24m_ci_upper,c_nri_24m_p_value,nri_case_24m_mean,nri_case_24m_std,nri_case_24m_ci_lower,nri_case_24m_ci_upper,nri_case_24m_p_value,nri_control_24m_mean,nri_control_24m_std,nri_control_24m_ci_lower,nri_control_24m_ci_upper,nri_control_24m_p_value,idi_24m_mean,idi_24m_std,idi_24m_ci_lower,idi_24m_ci_upper,idi_24m_p_value,c_nri_36m_mean,c_nri_36m_std,c_nri_36m_ci_lower,c_nri_36m_ci_upper,c_nri_36m_p_value,nri_case_36m_mean,nri_case_36m_std,nri_case_36m_ci_lower,nri_case_36m_ci_upper,nri_case_36m_p_value,nri_control_36m_mean,nri_control_36m_std,nri_control_36m_ci_lower,nri_control_36m_ci_upper,nri_control_36m_p_value,idi_36m_mean,idi_36m_std,idi_36m_ci_lower,idi_36m_ci_upper,idi_36m_p_value
5000,0.4698410784479991,0.13949664031757456,0.17332092265894133,0.7265534169784214,0.001,0.1635334920517039,0.11800467902784835,-0.06666666666666665,0.39285714285714285,0.1776,0.3063075863962952,0.1127956646437788,0.04761904761904767,0.49504950495049505,0.0142,0.031736309406805434,0.012694993309682738,0.010657546151767266,0.060368890500029276,0.0148,0.43074356269558756,0.15936030926064018,0.09944139404488446,0.7343880536120128,0.0068,0.13837663969834993,0.10050483114949806,-0.04073681018799274,0.35611471994116906,0.17,0.2923669229972376,0.15018735663040841,0.0,0.5862068965517242,0.0548,0.0321332087451533,0.012883819250565382,0.010463801523086059,0.0608036192141132,0.0158,0.48297462487482407,0.20628403447001448,0.06034099485824799,0.8743861024033437,0.0196,0.1517825543255644,0.10061394121293471,-0.03139723636953923,0.3628318584070796,0.1356,0.3311920705492596,0.19823526321688964,-0.07692307692307687,0.7,0.0992,0.027150395132985915,0.01349963003717023,0.00411229659897464,0.05684961750368202,0.0446
