n_bootstrap,observed_delta_cindex,mean_delta_cindex,median_delta_cindex,std_delta_cindex,ci_95_lower,ci_95_upper,p_value_bootstrap
5000,0.009049807965645473,0.013503496028313524,0.012822586804134284,0.008148402634285864,-0.000424765133843982,0.031369583318751885,0.298
