n_bootstrap,observed_delta_cindex,mean_delta_cindex,median_delta_cindex,std_delta_cindex,ci_95_lower,ci_95_upper,p_value_bootstrap
5000,0.013247661546382905,0.023461122847718882,0.0225761869961561,0.011451340575995115,0.0036339749102395546,0.04812960122060599,0.3802
