feature,risk_probability
frontal_ed_ratio,0.4883720930232558
frontal_en_ratio,0.5722543352601156
frontal_nc_ratio,0.5591397849462365
temporal_ed_ratio,0.4662379421221865
temporal_en_ratio,0.5088757396449705
temporal_nc_ratio,0.5
parietal_ed_ratio,0.4426229508196721
parietal_en_ratio,0.47107438016528924
parietal_nc_ratio,0.5230769230769231
occipital_ed_ratio,0.44274809160305345
occipital_en_ratio,0.5087719298245614
occipital_nc_ratio,0.4864864864864865
