feature_a,feature_b,correlation_type,correlation_value,same_modality,same_lobe,same_subregion
T1_temporal_nc_ratio,T2_temporal_en_ratio,spearman,0.900384,False,True,False
T1_temporal_nc_ratio,FLAIR_temporal_en_ratio,spearman,0.900384,False,True,False
T1_occipital_en_ratio,T1GD_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_occipital_en_ratio,T2_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_occipital_en_ratio,T1GD_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_occipital_en_ratio,FLAIR_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_occipital_en_ratio,FLAIR_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_occipital_en_ratio,T2_occipital_nc_ratio,spearman,0.900122,False,True,False
T1_temporal_nc_ratio,T1GD_temporal_en_ratio,spearman,0.89889,False,True,False
T2_occipital_nc_ratio,T1GD_occipital_en_ratio,spearman,0.892667,False,True,False
FLAIR_occipital_en_ratio,FLAIR_occipital_nc_ratio,spearman,0.892667,True,True,False
T1GD_occipital_nc_ratio,FLAIR_occipital_en_ratio,spearman,0.892667,False,True,False
T2_occipital_en_ratio,T1GD_occipital_nc_ratio,spearman,0.892667,False,True,False
T2_occipital_en_ratio,T2_occipital_nc_ratio,spearman,0.892667,True,True,False
T2_occipital_nc_ratio,FLAIR_occipital_en_ratio,spearman,0.892667,False,True,False
T1GD_occipital_en_ratio,FLAIR_occipital_nc_ratio,spearman,0.892667,False,True,False
T1GD_occipital_en_ratio,T1GD_occipital_nc_ratio,spearman,0.892667,True,True,False
T2_occipital_en_ratio,FLAIR_occipital_nc_ratio,spearman,0.892667,False,True,False
T1_occipital_nc_ratio,FLAIR_occipital_en_ratio,spearman,0.882258,False,True,False
T1_occipital_nc_ratio,T1GD_occipital_en_ratio,spearman,0.882258,False,True,False
T1_occipital_nc_ratio,T2_occipital_en_ratio,spearman,0.882258,False,True,False
FLAIR_occipital_en_ratio,FLAIR_occipital_nc_ratio,pearson,0.801219,True,True,False
T1GD_occipital_nc_ratio,FLAIR_occipital_en_ratio,pearson,0.801219,False,True,False
T1GD_occipital_en_ratio,FLAIR_occipital_nc_ratio,pearson,0.801219,False,True,False
T2_occipital_nc_ratio,FLAIR_occipital_en_ratio,pearson,0.801219,False,True,False
T2_occipital_nc_ratio,T1GD_occipital_en_ratio,pearson,0.801219,False,True,False
T2_occipital_en_ratio,FLAIR_occipital_nc_ratio,pearson,0.801219,False,True,False
T2_occipital_en_ratio,T1GD_occipital_nc_ratio,pearson,0.801219,False,True,False
T2_occipital_en_ratio,T2_occipital_nc_ratio,pearson,0.801219,True,True,False
T1GD_occipital_en_ratio,T1GD_occipital_nc_ratio,pearson,0.801219,True,True,False
